modele_id,marque,marque_id,modele,nom_complet,nom_affichage,nom_fr,titre_fr,type_fr,prix_lancement_eur,prix_source,marche_fr,priorite,vues_60j,a_version_fr,nb_langues,titre_wikipedia,pays_origine,ecole,categorie,annee_debut,annee_fin,cylindree_cc,architecture,refroidissement,puissance_ch,puissance_kw,puissance_tr_min,couple_nm,couple_tr_min,poids_kg,poids_type,poids_sec_kg,poids_tous_pleins_kg,hauteur_selle_mm,empattement_mm,longueur_mm,largeur_mm,hauteur_mm,reservoir_l,vitesse_max_kmh,a2_compatible,a2_detail,moteur,alesage_course,compression,transmission,cadre,suspension,freins,pneus,consommation,predecesseur,successeur,aussi_appele,image_url,wikidata_id,url_wikipedia,url_wikipedia_fr,source_specs_fr,image_vignette,image_licence,image_auteur,image_page,image_utilisable,resume_fr,production_raw,completude_pct,alertes,source
bimota-bb3,Bimota,bimota,Bimota BB3,Bimota BB3,Bimota BB3,,Bimota BB3,,,,oui,83.0,0,oui,2,Bimota BB3,Italie,italienne,Sportive,2013,2015,999.0,,,195.7,143.92,13000.0,,9750.0,179.0,à sec,179.0,,820.0,1430.0,,,,17.0,,non,puissance > 35 kW,"4 cylindres en ligne, 4 temps refroidissement liquide",,,par chaîne,périmétrique,fourche télescopique inversée ⌀ 43 mm / monoamortisseur,"2 disques ⌀ 320 mm, étriers 4 pistons / 1 disque ⌀ 220 mm, étrier 2 pistons",120/70 x 17 / 190/55 x 17,,,Bimota KB998,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Bimota_BB3_Eicma_2013.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q16532779,https://en.wikipedia.org/wiki/Bimota_BB3,https://fr.wikipedia.org/wiki/Bimota_BB3,https://fr.wikipedia.org/wiki/Bimota_BB3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Bimota_BB3_Eicma_2013.jpg/960px-Bimota_BB3_Eicma_2013.jpg,CC BY-SA 2.0,https://www.flickr.com/photos/klausnahr/,https://commons.wikimedia.org/wiki/File:Bimota_BB3_Eicma_2013.jpg,oui,,"2013–2015, 26 produced",80,,Wikipedia EN (CC BY-SA 4.0)
triumph-bonneville,Triumph Engineering,triumph-engineering,Triumph Bonneville,Triumph Bonneville,Triumph Bonneville,Triumph Bonneville T120,Triumph Bonneville,Roadster - Scrambler,,,oui,83.0,0,oui,9,Triumph Bonneville,Royaume-Uni,britannique,Roadster,1959,,649.0,,,46.0,33.83,6500.0,,,166.0,à sec,166.0,,825.0,1400.0,,,,15.0,180.0,non,rapport 0.204 kW/kg > 0.2,bicylindre vertical à refroidissement par air,,,4-speed (later 5-speed & 6-speed),Tubulaire double berceau,,tambour / tambour,,,TR6 Trophy,,'Bonnie',https://upload.wikimedia.org/wikipedia/commons/6/62/ZweiRadMuseumNSU_Triumph_Bonneville.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q2096281,https://en.wikipedia.org/wiki/Triumph_Bonneville,https://fr.wikipedia.org/wiki/Triumph_Bonneville,https://fr.wikipedia.org/wiki/Triumph_Bonneville,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/ZweiRadMuseumNSU_Triumph_Bonneville.JPG/960px-ZweiRadMuseumNSU_Triumph_Bonneville.JPG,CC BY-SA 3.0,Joachim Köhler,https://commons.wikimedia.org/wiki/File:ZweiRadMuseumNSU_Triumph_Bonneville.JPG,oui,"La Bonneville, surnommée Bonnie, est un modèle de moto créé et commercialisé par la firme anglaise Triumph.","1959–1983, 1985–1988, 2001–",80,,Wikipedia EN (CC BY-SA 4.0)
honda-cb1000r,Honda,honda,CB1000R,Honda CB1000R,Honda CB 1000 R,Honda CB 1000 R,Honda CB 1000 R,Roadster,10900,Wikipedia FR - prix au lancement (annee inconnue),oui,83.0,0,oui,10,Honda CB1000R,Japon,japonaise,Roadster,,,998.0,,,125.0,91.94,10000.0,,7750.0,202.0,à sec,202.0,,828.0,1515.0,,,,17.0,240.0,non,puissance > 35 kW,"4-cylindres en ligne, 4T, refroidissement liquide",,,par chaîne,Monobackbone en aluminium moulé,Fourche téléhydraulique inversée Ø 43 mm / mono-amortisseur,"2 disques Ø 310 mm, étriers 4 pistons / 1 disque Ø 256 mm, étrier 2 pistons","120 / 70 - 17"" / 180 / 55 - 17""",,Honda CB900F,,,https://upload.wikimedia.org/wikipedia/commons/8/8b/2021_Honda_CB1000R_Black_Edition.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q741485,https://en.wikipedia.org/wiki/Honda_CB1000R,https://fr.wikipedia.org/wiki/Honda_CB_1000_R,https://fr.wikipedia.org/wiki/Honda_CB_1000_R,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/2021_Honda_CB1000R_Black_Edition.jpg/960px-2021_Honda_CB1000R_Black_Edition.jpg,CC BY-SA 4.0,Chanokchon,https://commons.wikimedia.org/wiki/File:2021_Honda_CB1000R_Black_Edition.jpg,oui,"La CB 1000 R est une moto produite par Honda depuis 2008. Elle a été créée pour se positionner sur le segment des gros « roadster ». D'une cylindrée de 999 cm3, elle développe 125 ch DIN pour environ 217 kg tout pleins faits (2017). Elle n'est donc pas éligible au permis A2 en France. Le modèle a été revu en 2018. Portail de la moto Portail des transports Portail du Japon",,80,,Wikipedia EN (CC BY-SA 4.0)
bmw-r2,BMW,bmw,BMW R2,BMW R2,BMW R 2,,BMW R 2,,,,oui,82.5,0,oui,5,BMW R2,Allemagne,allemande,Roadster,1931,1936,198.0,Monocylindre,,6.1,4.47,3500,,,122.0,tous pleins faits,110.0,122.0,,1320.0,1950.0,850.0,950.0,11.0,95.0,oui,"4.5 kW, 0.037 kW/kg","Monocylindre 4T, refroidissement à air",63 × 64 mm,,Arbre,Double berceau en tôle emboutie,Ressorts à lames / Aucune,Tambour de ∅ 180 mm / Tambour de ∅ 180 mm,25 x 3 / 25 x 3,,,"BMW R42, BMW R47",,https://upload.wikimedia.org/wikipedia/commons/7/79/BMW_R2_198ccm_1931.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q796689,https://en.wikipedia.org/wiki/BMW_R2,https://fr.wikipedia.org/wiki/BMW_R_2,https://fr.wikipedia.org/wiki/BMW_R_2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/BMW_R2_198ccm_1931.jpg/960px-BMW_R2_198ccm_1931.jpg,Public domain,No machine-readable author provided. ChiemseeMan assumed (based on copyright claims).,https://commons.wikimedia.org/wiki/File:BMW_R2_198ccm_1931.jpg,oui,,1931–1936,87,,Wikipedia EN (CC BY-SA 4.0)
ducati-supersport,Ducati,ducati,Ducati Supersport SS,Ducati Supersport SS,Ducati Supersport SS,,Ducati Supersport,,,,oui,82.5,0,oui,6,Ducati Supersport,Italie,italienne,Sportive,1972,2007,904.0,V-twin,,81.1,59.66,7500,77.0,6500,198.0,à sec,198.0,,820.0,1310.0,,,,16.0,,non,puissance > 35 kW,904 cc SOHC 2-valve Desmo 90° V-twin,92 × 68 mm,9.2:1,Close ratio 6-speed,,Showa,Brembo,,,Pantah,Ducati Supersport 950,SS,https://upload.wikimedia.org/wikipedia/commons/f/fc/Ducati_900_Superlight.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q4992657,https://en.wikipedia.org/wiki/Ducati_Supersport,https://fr.wikipedia.org/wiki/Ducati_Supersport,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Ducati_900_Superlight.jpg/960px-Ducati_900_Superlight.jpg,CC BY 2.0,"Christopher Page from Indianapolis, USA",https://commons.wikimedia.org/wiki/File:Ducati_900_Superlight.jpg,oui,,1972–1981 / 1988–2007,87,,Wikipedia EN (CC BY-SA 4.0)
honda-cb350f,Honda,honda,Honda CB350F,Honda CB350F,Honda CB 350 F,Honda CB 350 F,Honda CB 350 F,Sportive,,,oui,82.5,0,oui,7,Honda CB350F,Japon,japonaise,Roadster,1972,1974,347.0,,,34.5,25.35,9500.0,,8000.0,169.19,à sec,169.19,,787.4,1353.82,,,,12.1,157.72,oui,"25.4 kW, 0.150 kW/kg","4 cylindres en ligne transversal, 4-temps, refroidi par air",,9.3:1,Par chaîne,Simple berceau,Télescopique à amortisseurs double effet / Oscillante à amortisseurs hydrauliques,Disque à étrier simple-piston / Tambour simple came,"3,00 * 18"" / 3,50 * 18""",40–60 mpg,,CB400F,,https://upload.wikimedia.org/wikipedia/commons/c/c9/CB350F.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q263887,https://en.wikipedia.org/wiki/Honda_CB350F,https://fr.wikipedia.org/wiki/Honda_CB_350_F,https://fr.wikipedia.org/wiki/Honda_CB_350_F,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/CB350F.jpg/960px-CB350F.jpg,Public domain,Original uploader was de:User:Drahbany at de.wikipedia,https://commons.wikimedia.org/wiki/File:CB350F.jpg,oui,"La Honda CB 350 F est un modèle de moto à quatre cylindres en ligne produit par le groupe japonais Honda de 1972 à 1974. C'est le plus petit modèle de la gamme des quatre cylindres Honda des années 1970, inaugurée par le lancement en 1968 de la CB 750 Four.",1972–1974,87,,Wikipedia EN (CC BY-SA 4.0)
honda-cd70,Honda,honda,Honda CD70,Honda CD70,Honda CD70,,,,,,oui,82.5,21,non,4,Honda CD70,Japon,japonaise,Roadster,1970,,72.0,Monocylindre,Air,5.1,3.73,,,,82.0,à sec,82.0,,,1206.0,1897.0,751.0,1014.0,8.5,75.0,oui,"3.7 kW, 0.045 kW/kg","72 cc 4-Stroke, OHC, air-cooled, single",47.0 mm × 41.4 mm,9.3:1,Four-speed manual,,,"Drum, front and rear",Front: 2.25-17 (4 PR) / Rear: 2.50-17 (4 PR),70 km/L,,,CD 70,https://upload.wikimedia.org/wikipedia/commons/4/4f/Honda_70_2025.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q5892118,https://en.wikipedia.org/wiki/Honda_CD70,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Honda_70_2025.jpg/960px-Honda_70_2025.jpg,CC0,Syed Ali Naqvi 11,https://commons.wikimedia.org/wiki/File:Honda_70_2025.jpg,oui,,1970–present,87,,Wikipedia EN (CC BY-SA 4.0)
ducati-749,Ducati,ducati,Ducati 749 / Ducati 749S / Ducati 749R / Ducati 749 Dark,Ducati 749 / Ducati 749S / Ducati 749R / Ducati 749 Dark,Ducati 749 / Ducati 749S / Ducati 749R / Ducati 749 Dark,Ducati 749,Ducati 749,Sportive,,,oui,82.5,0,oui,8,Ducati 749,Italie,italienne,Sportive,2003,2007,748.0,V-twin,Liquide,103.0,75.76,10000,,8250,199.0,à sec,199.0,,780.0,1420.0,2095.0,730.0,,15.5,,non,puissance > 35 kW,"bicylindre en V à 90°, 4 temps refroidissement liquide","90 × 58.8 mm (749, Dark, S) / 94 × 54 mm (R)",11.7:1 (749) / 12.3:1 (S) / 12.7:1 (R),par chaîne,treillis tubulaire,fourche télescopique inversée ∅ 43 mm / monoamortisseur,"2 disques ∅ 320 mm, étriers 4 pistons / 1 disque ∅ 240 mm, étrier 2 pistons",120/70 ZR 17 front; / 180/55 ZR 17 rear,,Ducati 748,Ducati 848,,https://upload.wikimedia.org/wikipedia/commons/d/de/Ducati749.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q2530614,https://en.wikipedia.org/wiki/Ducati_749,https://fr.wikipedia.org/wiki/Ducati_749,https://fr.wikipedia.org/wiki/Ducati_749,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Ducati749.jpg/960px-Ducati749.jpg,CC BY-SA 3.0,The original uploader was Monster1000 at French Wikipedia.,https://commons.wikimedia.org/wiki/File:Ducati749.jpg,oui,"La Ducati 749 est un modèle de moto sportive construite par la société italienne Ducati. Sa production débute en 2002 et cesse en 2006. Dans la gamme, elle remplace la Ducati 748. L'esthétique reprend celui de la Ducati 999, avec ses deux projecteurs superposés, ses panneaux aérodynamiques latéraux et ses lignes caractéristiques. Disponible en coloris rouge, noir ou jaune, elle est dotée d'un gros silencieux, avec deux sorties rectangulaires, placé sous la selle. Son moteur est un Testastretta, dont la puissance est variable en fonction du modèle. Il est couplé à une boîte à six rapports. La partie cycle est dans les standards de la marque : le cadre est un treillis tubulaire, le système de freinage provient de la société Brembo avec des disques de 320 mm à l'avant et de 240 mm à l'arrière.",2003–2007,87,,Wikipedia EN (CC BY-SA 4.0)
harley-davidson-topper,Harley-Davidson,harley-davidson,Harley-Davidson Topper,Harley-Davidson Topper,Harley-Davidson Topper,Harley-Davidson Topper,Harley-Davidson Topper,Scooter,,,oui,82.5,0,oui,4,Harley-Davidson Topper,États-Unis,américaine,Scooter / Cyclomoteur,1960,1965,163.87,Monocylindre,,9.1,6.71,,,,,,,,762.0,1308.1,1905.0,609.6,939.8,6.4,74.03,à vérifier,poids inconnu,monocylindre 2T à clapet,2.375 × 2.281 in,{{Unbulleted list | A: 6.6:1 | AH: 8.0:1 }},"variation continue, entre 18:1 et 6:1",,"balancier / bras oscillant, deux ressorts",tambour / tambour,4.00 x 12 / 4.00 x 12,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Harley-Davidson_Museum_May_2024_13_%28The_AMF_Years--1960_Model_A_Topper--Horizontal_Two-Cycle_Single%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3783380,https://en.wikipedia.org/wiki/Harley-Davidson_Topper,https://fr.wikipedia.org/wiki/Harley-Davidson_Topper,https://fr.wikipedia.org/wiki/Harley-Davidson_Topper,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Harley-Davidson_Museum_May_2024_13_%28The_AMF_Years--1960_Model_A_Topper--Horizontal_Two-Cycle_Single%29.jpg/960px-Harley-Davidson_Museum_May_2024_13_%28The_AMF_Years--1960_Model_A_Topper--Horizontal_Two-Cycle_Single%29.jpg,CC BY-SA 4.0,Michael Barera,https://commons.wikimedia.org/wiki/File:Harley-Davidson_Museum_May_2024_13_(The_AMF_Years--1960_Model_A_Topper--Horizontal_Two-Cycle_Single).jpg,oui,Le Harley-Davidson Topper est le seul scooter que Harley-Davidson ait jamais produit.,1960–1965,87,,Wikipedia EN (CC BY-SA 4.0)
honda-cb450,Honda,honda,Honda CB450,Honda CB450,Honda CB 450,Honda CB 450,Honda CB 450,Sportive,,,oui,82.5,0,oui,8,Honda CB450,Japon,japonaise,Roadster,1965,1974,444.0,,,43.6,32.07,8500,,8500,186.88,à sec,186.88,,790.0,1346.2,2082.8,787.4,1066.8,16.0,180.0,oui,"32.1 kW, 0.172 kW/kg",bicylindre vertical face à la route calé à 180°,70 × 57.8 mm,8.5:1,par chaîne,simple berceau,fourche télescopique / 2 combinés,tambour double came Ø 200 mm / tambour simple came Ø 180 mm,"3,25 x 18 / 3,50 x 18",65 mpgimp,CB77,CB500T,"Dream, Hellcat, Dragon",https://upload.wikimedia.org/wikipedia/commons/7/70/Honda_Dream_CB450.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1268958,https://en.wikipedia.org/wiki/Honda_CB450,https://fr.wikipedia.org/wiki/Honda_CB_450,https://fr.wikipedia.org/wiki/Honda_CB_450,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Honda_Dream_CB450.jpg/960px-Honda_Dream_CB450.jpg,CC BY-SA 3.0,Rikita,https://commons.wikimedia.org/wiki/File:Honda_Dream_CB450.jpg,oui,La CB 450 est un modèle de motocyclette à moteur quatre temps et deux arbres à cames en tête du constructeur japonais Honda.,1965–1974,87,,Wikipedia EN (CC BY-SA 4.0)
bimota-tesi,Bimota,bimota,Bimota Tesi 1/D,Bimota Tesi 1/D,Bimota Tesi 1/D,,Bimota Tesi,,,,oui,82.5,0,oui,4,Bimota Tesi,Italie,italienne,Roadster,1990,1994,851.0,V-twin,Liquide,102.0,75.02,9500.0,,8000.0,188.0,à sec,188.0,,785.0,1410.0,,,,20.0,,non,puissance > 35 kW,"bicylindre en V à 90°, 4 temps refroidissement liquide",,,par chaîne,périmétrique type Ω,monoamortisseur / monoamortisseur,"2 disques ∅ 320 mm, étriers 4 pistons / 1 disque ∅ 245 mm, étrier 2 pistons",120/70 × 17 / 170/60 × 17,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f4/1992_Bimota_Tesi_1D_904SR%2C_front_right.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q949637,https://en.wikipedia.org/wiki/Bimota_Tesi,https://fr.wikipedia.org/wiki/Bimota_Tesi,https://fr.wikipedia.org/wiki/Bimota_Tesi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/1992_Bimota_Tesi_1D_904SR%2C_front_right.jpg/960px-1992_Bimota_Tesi_1D_904SR%2C_front_right.jpg,CC BY-SA 3.0,Mr.choppers,"https://commons.wikimedia.org/wiki/File:1992_Bimota_Tesi_1D_904SR,_front_right.jpg",oui,,1990 - 1994,87,,Wikipedia EN (CC BY-SA 4.0)
yamaha-xj600,Yamaha,yamaha,XJ600,Yamaha XJ600,Yamaha XJ 600,Yamaha XJ600,Yamaha XJ 600,Routière,,,oui,82.5,0,oui,5,Yamaha XJ600,Japon,japonaise,Roadster,1984,1991,598.0,,Air,73.0,53.69,,53.0,,212.0,tous pleins faits,208.0,212.0,790.0,,,,,19.0,209.0,non,puissance > 35 kW,"4 cylindres en ligne, 4 temps refroidi par air",,,par chaîne,double berceau,fourche télescopique ∅ 38 mm / monoamortisseur,"2 disques ∅ 267 mm, étriers 2 pistons / 1 disque ∅ 267 mm, étrier 2 pistons","90/90 mm x 17"" / 110/90 mm x 18""",,,Yamaha Diversion/Seca II,Yamaha FJ600,https://upload.wikimedia.org/wikipedia/commons/7/76/Yamaha_600_XJ.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1461491,https://en.wikipedia.org/wiki/Yamaha_XJ600,https://fr.wikipedia.org/wiki/Yamaha_XJ_600,https://fr.wikipedia.org/wiki/Yamaha_XJ_600,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Yamaha_600_XJ.JPG/960px-Yamaha_600_XJ.JPG,CC BY-SA 2.5,User:Dédélembrouille,https://commons.wikimedia.org/wiki/File:Yamaha_600_XJ.JPG,oui,"La XJ600 est un modèle de motocyclette populaire produit par la firme Yamaha Motor Company, apparu en 1984. C'est une machine routière, plutôt maniable, fiable et ne demandant que peu d'entretien.",1984-1991,87,,Wikipedia EN (CC BY-SA 4.0)
yamaha-xt350,Yamaha,yamaha,Yamaha XT350,Yamaha XT350,Yamaha XT 350,Yamaha XT 350,Yamaha XT 350,Trail,,,oui,82.5,0,oui,4,Yamaha XT350,Japon,japonaise,Trail / Aventure,,,346.0,Monocylindre,Air,27.4,20.13,8000,,7000.0,121.0,à sec,121.0,,855.0,1420.0,,,,12.0,140.0,oui,"20.1 kW, 0.166 kW/kg","monocylindre, 4 temps refroidi par air",86 × 59.6 mm,9.0:1,par chaîne,simple berceau,fourche télescopique (255 mm) / monoamortisseur (220 mm),1 disque / tambour simple came,3.00 - 21 / 4.10 - 18,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Yamaha_XT_350.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q495868,https://en.wikipedia.org/wiki/Yamaha_XT350,https://fr.wikipedia.org/wiki/Yamaha_XT_350,https://fr.wikipedia.org/wiki/Yamaha_XT_350,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Yamaha_XT_350.JPG/960px-Yamaha_XT_350.JPG,Public domain,MKFI,https://commons.wikimedia.org/wiki/File:Yamaha_XT_350.JPG,oui,La XT 350 est un modèle de motocyclette du constructeur japonais Yamaha.,,87,,Wikipedia EN (CC BY-SA 4.0)
yamaha-bt1100,Yamaha,yamaha,Yamaha BT1100,Yamaha BT1100,Yamaha BT1100 Bulldog,Yamaha BT1100 Bulldog,Yamaha BT1100 Bulldog,,9000,Wikipedia FR - prix au lancement (2001),oui,82.5,0,oui,6,Yamaha BT1100,Japon,japonaise,Roadster,2001,2007,1063.0,,Air,65.0,47.81,5500.0,,4500.0,229.5,à sec,229.5,,812.0,1530.0,,,,20.0,175.0,non,puissance > 35 kW,"bicylindre en V à 75°, 4T, refroidi par air",,,par cardan,double poutre,fourche télescopique ∅ 43 mm (130 mm) / monoamortisseur (113 mm),"2 disques ∅ 298 mm, étriers 4 pistons / disque ∅ 267 mm, étrier 2 pistons",120/70 x 17 / 170/60 x 17,,,,,https://upload.wikimedia.org/wikipedia/commons/d/df/Yamaha_BT1100_Bulldog_motorcycle.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q2279181,https://en.wikipedia.org/wiki/Yamaha_BT1100,https://fr.wikipedia.org/wiki/Yamaha_BT1100_Bulldog,https://fr.wikipedia.org/wiki/Yamaha_BT1100_Bulldog,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Yamaha_BT1100_Bulldog_motorcycle.jpg/960px-Yamaha_BT1100_Bulldog_motorcycle.jpg,CC BY-SA 3.0,Jakkel at Dutch Wikipedia,https://commons.wikimedia.org/wiki/File:Yamaha_BT1100_Bulldog_motorcycle.jpg,oui,La Bulldog est un modèle de moto de type roadster de la gamme du constructeur japonais Yamaha Motor Company.,2001-2007,87,,Wikipedia EN (CC BY-SA 4.0)
suzuki-bandit-series,Suzuki,suzuki,Suzuki Bandit series,Suzuki Bandit series,Suzuki GSF Bandit,Suzuki 400 Bandit,Suzuki GSF Bandit,Roadster,,,oui,82.5,0,oui,9,Suzuki Bandit series,Japon,japonaise,Roadster,1989,,248.0,,,54.0,39.72,10600.0,,9600.0,165.0,à sec,165.0,,790.0,1430.0,,,,16.0,190.0,non,puissance > 35 kW,"4-cylindres en ligne, 4T, refroidissement liquide",,,par chaîne,treillis tubulaire,fourche télescopique / monoamortisseur,"1 disque , étrier 2 pistons / 1 disque , étrier 2 pistons",110/70 x 17 / 150/70 x 17,,Suzuki GS series,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Suzuki_Bandit_black.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q726642,https://en.wikipedia.org/wiki/Suzuki_Bandit_series,https://fr.wikipedia.org/wiki/Suzuki_GSF_Bandit,https://fr.wikipedia.org/wiki/Suzuki_GSF_Bandit,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Suzuki_Bandit_black.jpg/960px-Suzuki_Bandit_black.jpg,CC BY-SA 3.0,Cjp24,https://commons.wikimedia.org/wiki/File:Suzuki_Bandit_black.jpg,oui,"La GSF Bandit est une gamme de motos de type roadster, du constructeur japonais Suzuki. Elle se décline en de nombreuses cylindrées, allant de 250 à 1 250 cm3. Toutes ont la particularité de disposer d'un moteur à quatre temps en ligne et à deux arbres à cames. Ce modèle a connu un grand succès grâce son rapport qualité/prix, son esthétique, ses performances et sa fiabilité. Jusqu'en 2006, le bloc-moteur était celui — éprouvé — des modèles GSX-R, avec une modification des arbres à cames et des réglages de carburateurs. Depuis 2007, ce modèle est équipé de blocs 650 et 1 250 cm3, à refroidissement liquide, spécifiquement créés pour ce modèle.",1989–present,87,,Wikipedia EN (CC BY-SA 4.0)
bimota-db9-brivido,Bimota,bimota,Bimota DB9 Brivido,Bimota DB9 Brivido,Bimota DB9 Brivido,Bimota DB9 Brivido,Bimota DB9 Brivido,,25990,Wikipédia FR - prix au lancement (2011),oui,82.5,0,oui,1,Bimota DB9 Brivido,Italie,italienne,Roadster,2011,2016,1198.4,,Liquide,162.0,119.15,9500.0,,8000.0,177.0,à sec,177.0,,800.0,1435.0,,,,18.0,260.0,non,puissance > 35 kW,"bicylindre en V à 90°, 4 temps, refroidissement liquide",,,par chaîne,treillis tubulaire,fourche télescopique ⌀ 43 mm / monoamortisseur,"2 disques ⌀ 320 mm, étriers 4 pistons / 1 disque ⌀ 220 mm, étrier 2 pistons",120/70 x 17 / 190/55 x 17,,,,,https://upload.wikimedia.org/wikipedia/commons/3/30/Bimota-db9-brivido.jpg,Q2903839,https://fr.wikipedia.org/wiki/Bimota_DB9_Brivido,https://fr.wikipedia.org/wiki/Bimota_DB9_Brivido,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Bimota-db9-brivido.jpg/960px-Bimota-db9-brivido.jpg,CC BY 3.0,Jensen Beeler,https://commons.wikimedia.org/wiki/File:Bimota-db9-brivido.jpg,oui,,2011 - 2016,87,,Wikipédia FR (CC BY-SA 4.0)
